case_id,activity,timestamp,resource,document,detail,source,due_date,customer,customer_country,salesperson,warehouse,order_amount,currency,products
S00219,Quotation sent,2025-12-15T11:35:23+00:00,Tom Peeters,S00219,,history,,Koffiebar Meir,Belgium,Tom Peeters,Brussels DC,1188.00,EUR,Coffee Grinder Compact; Decaf Colombia Beans 1kg; House Blend Beans 1kg
S00219,Order confirmed,2025-12-17T07:49:46+00:00,Tom Peeters,S00219,,history,,Koffiebar Meir,Belgium,Tom Peeters,Brussels DC,1188.00,EUR,Coffee Grinder Compact; Decaf Colombia Beans 1kg; House Blend Beans 1kg
S00219,Order changed after confirmation,2025-12-17T13:52:32+00:00,Tom Peeters,S00219,"amount 1,062.00 -> 1,188.00",history,,Koffiebar Meir,Belgium,Tom Peeters,Brussels DC,1188.00,EUR,Coffee Grinder Compact; Decaf Colombia Beans 1kg; House Blend Beans 1kg
S00219,Goods shipped,2025-12-18T07:43:04+00:00,Marc Dubois,BRU/OUT/00097,,history,,Koffiebar Meir,Belgium,Tom Peeters,Brussels DC,1188.00,EUR,Coffee Grinder Compact; Decaf Colombia Beans 1kg; House Blend Beans 1kg
S00219,Invoice posted,2025-12-18T12:29:35+00:00,Julie Martin,INV/2025/00177,,history,2026-01-17,Koffiebar Meir,Belgium,Tom Peeters,Brussels DC,1188.00,EUR,Coffee Grinder Compact; Decaf Colombia Beans 1kg; House Blend Beans 1kg
S00220,Quotation created,2025-12-15T07:39:56+00:00,Kasia Nowak,S00220,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,360.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00220,Quotation sent,2025-12-15T10:21:46+00:00,Kasia Nowak,S00220,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,360.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00220,Order confirmed,2025-12-17T07:27:28+00:00,Kasia Nowak,S00220,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,360.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00220,Invoice posted,2025-12-17T11:04:33+00:00,Anna Kowalczyk,INV/2025/00175,,history,2026-01-16,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,360.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00220,Delivery rescheduled,2025-12-18T07:17:54+00:00,Ola Wiśniewska,WAW/OUT/00089,+1.0 days,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,360.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00220,Goods shipped,2025-12-22T07:41:51+00:00,Ola Wiśniewska,WAW/OUT/00089,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,360.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00220,Payment received,2026-01-06T07:46:53+00:00,Anna Kowalczyk,INV/2025/00175,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,360.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00221,Quotation created,2025-12-15T07:59:24+00:00,Tom Peeters,S00221,,history,,Bistro Flagey Corner,Belgium,Tom Peeters,Brussels DC,430.00,EUR,Descaler Tablets x10; Espresso Beans Brazil 1kg
S00221,Quotation sent,2025-12-15T12:56:54+00:00,Tom Peeters,S00221,,history,,Bistro Flagey Corner,Belgium,Tom Peeters,Brussels DC,430.00,EUR,Descaler Tablets x10; Espresso Beans Brazil 1kg
S00221,Order confirmed,2025-12-16T08:20:22+00:00,Tom Peeters,S00221,,history,,Bistro Flagey Corner,Belgium,Tom Peeters,Brussels DC,430.00,EUR,Descaler Tablets x10; Espresso Beans Brazil 1kg
S00221,Goods shipped,2025-12-17T07:46:36+00:00,Marc Dubois,BRU/OUT/00095,,history,,Bistro Flagey Corner,Belgium,Tom Peeters,Brussels DC,430.00,EUR,Descaler Tablets x10; Espresso Beans Brazil 1kg
S00221,Invoice posted,2025-12-18T11:06:41+00:00,Julie Martin,INV/2025/00176,,history,2026-01-17,Bistro Flagey Corner,Belgium,Tom Peeters,Brussels DC,430.00,EUR,Descaler Tablets x10; Espresso Beans Brazil 1kg
S00221,Payment received,2026-01-12T07:46:37+00:00,Julie Martin,INV/2025/00176,,history,,Bistro Flagey Corner,Belgium,Tom Peeters,Brussels DC,430.00,EUR,Descaler Tablets x10; Espresso Beans Brazil 1kg
S00222,Quotation created,2025-12-15T13:05:52+00:00,Tom Peeters,S00222,,history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,2715.00,EUR,Espresso Machine Pro; Paper Cups 12oz x1000
S00222,Quotation sent,2025-12-15T14:02:32+00:00,Tom Peeters,S00222,,history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,2715.00,EUR,Espresso Machine Pro; Paper Cups 12oz x1000
S00222,Order confirmed,2025-12-17T07:16:59+00:00,Tom Peeters,S00222,,history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,2715.00,EUR,Espresso Machine Pro; Paper Cups 12oz x1000
S00222,Order changed after confirmation,2025-12-17T11:40:46+00:00,Tom Peeters,S00222,"amount 2,625.00 -> 2,715.00",history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,2715.00,EUR,Espresso Machine Pro; Paper Cups 12oz x1000
S00222,Goods shipped,2025-12-18T11:03:50+00:00,Marc Dubois,BRU/OUT/00096,,history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,2715.00,EUR,Espresso Machine Pro; Paper Cups 12oz x1000
S00222,Invoice posted,2025-12-19T12:50:25+00:00,Julie Martin,INV/2025/00178,,history,2026-01-18,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,2715.00,EUR,Espresso Machine Pro; Paper Cups 12oz x1000
S00222,Payment received,2026-01-01T07:14:36+00:00,Julie Martin,INV/2025/00178,,history,,Office Hub Leuven,Belgium,Tom Peeters,Brussels DC,2715.00,EUR,Espresso Machine Pro; Paper Cups 12oz x1000
S00223,Quotation created,2025-12-16T11:42:05+00:00,Sophie Lambert,S00223,,history,,Business Park Diegem,Belgium,Sophie Lambert,Brussels DC,540.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg
S00223,Quotation sent,2025-12-16T12:59:04+00:00,Sophie Lambert,S00223,,history,,Business Park Diegem,Belgium,Sophie Lambert,Brussels DC,540.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg
S00223,Order cancelled,2026-01-12T07:44:38+00:00,Sophie Lambert,S00223,,history,,Business Park Diegem,Belgium,Sophie Lambert,Brussels DC,540.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg
S00224,Quotation created,2025-12-16T14:50:01+00:00,Kasia Nowak,S00224,,history,,Hotel Poznań Park,Poland,Kasia Nowak,Warsaw DC,72.00,EUR,Ground Coffee 250g
S00224,Quotation sent,2025-12-17T07:40:04+00:00,Kasia Nowak,S00224,,history,,Hotel Poznań Park,Poland,Kasia Nowak,Warsaw DC,72.00,EUR,Ground Coffee 250g
S00224,Order confirmed,2025-12-18T07:40:58+00:00,Kasia Nowak,S00224,,history,,Hotel Poznań Park,Poland,Kasia Nowak,Warsaw DC,72.00,EUR,Ground Coffee 250g
S00224,Goods shipped,2025-12-19T07:57:11+00:00,Ola Wiśniewska,WAW/OUT/00090,,history,,Hotel Poznań Park,Poland,Kasia Nowak,Warsaw DC,72.00,EUR,Ground Coffee 250g
S00224,Invoice posted,2025-12-22T12:24:22+00:00,Anna Kowalczyk,INV/2025/00181,,history,2026-01-21,Hotel Poznań Park,Poland,Kasia Nowak,Warsaw DC,72.00,EUR,Ground Coffee 250g
S00224,Payment received,2026-01-12T07:47:16+00:00,Anna Kowalczyk,INV/2025/00181,,history,,Hotel Poznań Park,Poland,Kasia Nowak,Warsaw DC,72.00,EUR,Ground Coffee 250g
S00225,Quotation created,2025-12-16T16:27:50+00:00,Kasia Nowak,S00225,,history,,Biurowiec Mokotowska,Poland,Kasia Nowak,Warsaw DC,624.00,EUR,Espresso Beans Ethiopia 1kg; Green Tea Sencha 500g
S00225,Order confirmed,2025-12-17T07:04:11+00:00,Kasia Nowak,S00225,,history,,Biurowiec Mokotowska,Poland,Kasia Nowak,Warsaw DC,624.00,EUR,Espresso Beans Ethiopia 1kg; Green Tea Sencha 500g
S00225,Goods shipped,2025-12-19T07:36:53+00:00,Ola Wiśniewska,WAW/OUT/00088,,history,,Biurowiec Mokotowska,Poland,Kasia Nowak,Warsaw DC,624.00,EUR,Espresso Beans Ethiopia 1kg; Green Tea Sencha 500g
S00225,Invoice posted,2025-12-22T10:03:11+00:00,Anna Kowalczyk,INV/2025/00180,,history,2026-01-21,Biurowiec Mokotowska,Poland,Kasia Nowak,Warsaw DC,624.00,EUR,Espresso Beans Ethiopia 1kg; Green Tea Sencha 500g
S00225,Payment received,2026-01-26T10:11:38+00:00,Anna Kowalczyk,INV/2025/00180,,history,,Biurowiec Mokotowska,Poland,Kasia Nowak,Warsaw DC,624.00,EUR,Espresso Beans Ethiopia 1kg; Green Tea Sencha 500g
S00226,Quotation created,2025-12-19T07:49:52+00:00,Piotr Zieliński,S00226,,history,,Kawiarnia Rynek,Poland,Piotr Zieliński,Warsaw DC,108.00,EUR,Espresso Beans Brazil 1kg
S00226,Order confirmed,2025-12-24T09:35:36+00:00,Piotr Zieliński,S00226,,history,,Kawiarnia Rynek,Poland,Piotr Zieliński,Warsaw DC,108.00,EUR,Espresso Beans Brazil 1kg
S00226,Goods shipped,2025-12-24T15:39:22+00:00,Ola Wiśniewska,WAW/OUT/00091,,history,,Kawiarnia Rynek,Poland,Piotr Zieliński,Warsaw DC,108.00,EUR,Espresso Beans Brazil 1kg
S00226,Invoice posted,2025-12-29T08:05:19+00:00,Anna Kowalczyk,INV/2025/00185,,history,2026-01-28,Kawiarnia Rynek,Poland,Piotr Zieliński,Warsaw DC,108.00,EUR,Espresso Beans Brazil 1kg
S00226,Payment received,2026-02-02T07:58:13+00:00,Anna Kowalczyk,INV/2025/00185,,history,,Kawiarnia Rynek,Poland,Piotr Zieliński,Warsaw DC,108.00,EUR,Espresso Beans Brazil 1kg
S00227,Quotation created,2025-12-22T07:05:45+00:00,Kasia Nowak,S00227,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,430.00,EUR,Espresso Beans Brazil 1kg; House Blend Beans 1kg; Paper Cups 12oz x1000
S00227,Quotation sent,2025-12-22T09:25:32+00:00,Kasia Nowak,S00227,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,430.00,EUR,Espresso Beans Brazil 1kg; House Blend Beans 1kg; Paper Cups 12oz x1000
S00227,Order cancelled,2026-01-13T07:52:11+00:00,Kasia Nowak,S00227,,history,,Piekarnia Żoliborz,Poland,Kasia Nowak,Warsaw DC,430.00,EUR,Espresso Beans Brazil 1kg; House Blend Beans 1kg; Paper Cups 12oz x1000
S00228,Quotation created,2025-12-22T07:13:01+00:00,Sophie Lambert,S00228,,history,,Bakkerij Zuid,Belgium,Sophie Lambert,Brussels DC,30.00,EUR,Ground Coffee 250g
S00228,Quotation sent,2025-12-22T08:46:46+00:00,Sophie Lambert,S00228,,history,,Bakkerij Zuid,Belgium,Sophie Lambert,Brussels DC,30.00,EUR,Ground Coffee 250g
S00228,Order confirmed,2025-12-23T07:12:05+00:00,Sophie Lambert,S00228,,history,,Bakkerij Zuid,Belgium,Sophie Lambert,Brussels DC,30.00,EUR,Ground Coffee 250g
S00228,Goods shipped,2025-12-24T07:47:51+00:00,Marc Dubois,BRU/OUT/00098,,history,,Bakkerij Zuid,Belgium,Sophie Lambert,Brussels DC,30.00,EUR,Ground Coffee 250g
S00228,Invoice posted,2025-12-25T08:04:11+00:00,Julie Martin,INV/2025/00182,,history,2026-01-24,Bakkerij Zuid,Belgium,Sophie Lambert,Brussels DC,30.00,EUR,Ground Coffee 250g
S00228,Payment received,2026-01-14T13:20:45+00:00,Julie Martin,INV/2025/00182,,history,,Bakkerij Zuid,Belgium,Sophie Lambert,Brussels DC,30.00,EUR,Ground Coffee 250g
S00229,Quotation created,2025-12-22T07:56:57+00:00,Kasia Nowak,S00229,,history,,Hotel Tatry View,Poland,Kasia Nowak,Warsaw DC,300.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg
S00230,Quotation created,2025-12-22T09:01:49+00:00,Sophie Lambert,S00230,,history,,Kantine Noord,Belgium,Sophie Lambert,Brussels DC,1686.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg; Paper Cups 12oz x1000
S00230,Quotation sent,2025-12-22T12:05:14+00:00,Sophie Lambert,S00230,,history,,Kantine Noord,Belgium,Sophie Lambert,Brussels DC,1686.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg; Paper Cups 12oz x1000
S00230,Order confirmed,2025-12-24T07:09:07+00:00,Sophie Lambert,S00230,,history,,Kantine Noord,Belgium,Sophie Lambert,Brussels DC,1686.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg; Paper Cups 12oz x1000
S00230,Goods shipped,2025-12-25T07:06:17+00:00,Marc Dubois,BRU/OUT/00099,,history,,Kantine Noord,Belgium,Sophie Lambert,Brussels DC,1686.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg; Paper Cups 12oz x1000
S00230,Invoice posted,2025-12-26T08:35:04+00:00,Julie Martin,INV/2025/00183,,history,2026-01-25,Kantine Noord,Belgium,Sophie Lambert,Brussels DC,1686.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg; Paper Cups 12oz x1000
S00230,Payment received,2026-01-26T07:51:15+00:00,Julie Martin,INV/2025/00183,,history,,Kantine Noord,Belgium,Sophie Lambert,Brussels DC,1686.00,EUR,Decaf Colombia Beans 1kg; Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg; Paper Cups 12oz x1000
S00231,Quotation created,2025-12-23T10:17:41+00:00,Kasia Nowak,S00231,,history,,Kawiarnia Sopot Molo,Poland,Kasia Nowak,Warsaw DC,96.00,EUR,House Blend Beans 1kg
S00231,Quotation sent,2025-12-23T10:42:49+00:00,Kasia Nowak,S00231,,history,,Kawiarnia Sopot Molo,Poland,Kasia Nowak,Warsaw DC,96.00,EUR,House Blend Beans 1kg
S00231,Order confirmed,2025-12-26T07:08:41+00:00,Kasia Nowak,S00231,,history,,Kawiarnia Sopot Molo,Poland,Kasia Nowak,Warsaw DC,96.00,EUR,House Blend Beans 1kg
S00231,Goods shipped,2025-12-30T12:38:00+00:00,Ola Wiśniewska,WAW/OUT/00093,,history,,Kawiarnia Sopot Molo,Poland,Kasia Nowak,Warsaw DC,96.00,EUR,House Blend Beans 1kg
S00231,Invoice posted,2026-01-05T09:59:54+00:00,Anna Kowalczyk,INV/2026/00002,,history,2026-02-04,Kawiarnia Sopot Molo,Poland,Kasia Nowak,Warsaw DC,96.00,EUR,House Blend Beans 1kg
S00231,Payment received,2026-02-02T07:52:39+00:00,Anna Kowalczyk,INV/2026/00002,,history,,Kawiarnia Sopot Molo,Poland,Kasia Nowak,Warsaw DC,96.00,EUR,House Blend Beans 1kg
S00232,Quotation created,2025-12-23T10:48:13+00:00,Kasia Nowak,S00232,,history,,Restauracja Odra,Poland,Kasia Nowak,Warsaw DC,84.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00232,Quotation sent,2025-12-23T16:23:28+00:00,Kasia Nowak,S00232,,history,,Restauracja Odra,Poland,Kasia Nowak,Warsaw DC,84.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00232,Order confirmed,2025-12-25T07:29:56+00:00,Kasia Nowak,S00232,,history,,Restauracja Odra,Poland,Kasia Nowak,Warsaw DC,84.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00232,Goods shipped,2025-12-25T13:42:47+00:00,Ola Wiśniewska,WAW/OUT/00092,,history,,Restauracja Odra,Poland,Kasia Nowak,Warsaw DC,84.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00232,Invoice posted,2025-12-29T09:36:33+00:00,Anna Kowalczyk,INV/2025/00186,,history,2026-01-28,Restauracja Odra,Poland,Kasia Nowak,Warsaw DC,84.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00232,Payment received,2026-03-06T07:29:52+00:00,Anna Kowalczyk,INV/2025/00186,,history,,Restauracja Odra,Poland,Kasia Nowak,Warsaw DC,84.00,EUR,Espresso Beans Brazil 1kg; Espresso Beans Ethiopia 1kg
S00233,Quotation created,2025-12-24T10:18:02+00:00,Tom Peeters,S00233,,history,,Tearoom Duinen,Belgium,Tom Peeters,Brussels DC,322.00,EUR,Espresso Beans Brazil 1kg; Green Tea Sencha 500g
S00233,Quotation sent,2025-12-24T15:58:17+00:00,Tom Peeters,S00233,,history,,Tearoom Duinen,Belgium,Tom Peeters,Brussels DC,322.00,EUR,Espresso Beans Brazil 1kg; Green Tea Sencha 500g
S00233,Order confirmed,2025-12-25T07:41:15+00:00,Tom Peeters,S00233,,history,,Tearoom Duinen,Belgium,Tom Peeters,Brussels DC,322.00,EUR,Espresso Beans Brazil 1kg; Green Tea Sencha 500g
S00233,Order changed after confirmation,2025-12-25T12:02:28+00:00,Tom Peeters,S00233,amount 250.00 -> 322.00,history,,Tearoom Duinen,Belgium,Tom Peeters,Brussels DC,322.00,EUR,Espresso Beans Brazil 1kg; Green Tea Sencha 500g
S00233,Goods shipped,2025-12-25T16:23:41+00:00,Marc Dubois,BRU/OUT/00100,,history,,Tearoom Duinen,Belgium,Tom Peeters,Brussels DC,322.00,EUR,Espresso Beans Brazil 1kg; Green Tea Sencha 500g
S00233,Invoice posted,2025-12-26T09:27:46+00:00,Julie Martin,INV/2025/00184,,history,2026-01-25,Tearoom Duinen,Belgium,Tom Peeters,Brussels DC,322.00,EUR,Espresso Beans Brazil 1kg; Green Tea Sencha 500g
S00233,Payment received,2026-01-27T07:18:20+00:00,Julie Martin,INV/2025/00184,,history,,Tearoom Duinen,Belgium,Tom Peeters,Brussels DC,322.00,EUR,Espresso Beans Brazil 1kg; Green Tea Sencha 500g
S00234,Quotation created,2025-12-25T12:19:08+00:00,Sophie Lambert,S00234,,history,,Kantine Noord,Belgium,Sophie Lambert,Brussels DC,168.00,EUR,Oat Milk Barista 12x1L
S00234,Quotation sent,2025-12-25T15:29:19+00:00,Sophie Lambert,S00234,,history,,Kantine Noord,Belgium,Sophie Lambert,Brussels DC,168.00,EUR,Oat Milk Barista 12x1L
S00234,Order cancelled,2026-01-30T07:19:18+00:00,Sophie Lambert,S00234,,history,,Kantine Noord,Belgium,Sophie Lambert,Brussels DC,168.00,EUR,Oat Milk Barista 12x1L
S00235,Quotation created,2025-12-26T09:17:05+00:00,Tom Peeters,S00235,,history,,Café Parvis,Belgium,Tom Peeters,Brussels DC,1162.00,EUR,Descaler Tablets x10; Green Tea Sencha 500g; Oat Milk Barista 12x1L
S00235,Quotation sent,2025-12-26T15:09:08+00:00,Tom Peeters,S00235,,history,,Café Parvis,Belgium,Tom Peeters,Brussels DC,1162.00,EUR,Descaler Tablets x10; Green Tea Sencha 500g; Oat Milk Barista 12x1L
S00235,Order confirmed,2025-12-29T07:25:11+00:00,Tom Peeters,S00235,,history,,Café Parvis,Belgium,Tom Peeters,Brussels DC,1162.00,EUR,Descaler Tablets x10; Green Tea Sencha 500g; Oat Milk Barista 12x1L
S00235,Goods shipped,2025-12-30T08:33:04+00:00,Marc Dubois,BRU/OUT/00102,,history,,Café Parvis,Belgium,Tom Peeters,Brussels DC,1162.00,EUR,Descaler Tablets x10; Green Tea Sencha 500g; Oat Milk Barista 12x1L
S00235,Invoice posted,2025-12-31T09:18:52+00:00,Julie Martin,INV/2025/00188,,history,2026-01-30,Café Parvis,Belgium,Tom Peeters,Brussels DC,1162.00,EUR,Descaler Tablets x10; Green Tea Sencha 500g; Oat Milk Barista 12x1L
S00235,Payment received,2026-02-02T07:17:06+00:00,Julie Martin,INV/2025/00188,,history,,Café Parvis,Belgium,Tom Peeters,Brussels DC,1162.00,EUR,Descaler Tablets x10; Green Tea Sencha 500g; Oat Milk Barista 12x1L
S00236,Quotation created,2025-12-26T09:22:41+00:00,Sophie Lambert,S00236,,history,,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,70.00,EUR,Descaler Tablets x10
S00236,Quotation sent,2025-12-26T14:55:43+00:00,Sophie Lambert,S00236,,history,,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,70.00,EUR,Descaler Tablets x10
S00236,Order confirmed,2025-12-29T07:07:14+00:00,Sophie Lambert,S00236,,history,,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,70.00,EUR,Descaler Tablets x10
S00236,Goods shipped,2025-12-30T07:39:21+00:00,Marc Dubois,BRU/OUT/00101,,history,,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,70.00,EUR,Descaler Tablets x10
S00236,Invoice posted,2025-12-31T10:34:02+00:00,Julie Martin,INV/2025/00189,,history,2026-01-30,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,70.00,EUR,Descaler Tablets x10
S00236,Payment received,2026-01-30T07:43:27+00:00,Julie Martin,INV/2025/00189,,history,,Lunchbar Kouter,Belgium,Sophie Lambert,Brussels DC,70.00,EUR,Descaler Tablets x10
S00237,Quotation created,2025-12-26T12:12:43+00:00,Tom Peeters,S00237,,history,,Brasserie du Canal,Belgium,Tom Peeters,Brussels DC,1261.00,EUR,Cup Lids x1000; Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00237,Order confirmed,2026-01-12T07:08:07+00:00,Tom Peeters,S00237,,history,,Brasserie du Canal,Belgium,Tom Peeters,Brussels DC,1261.00,EUR,Cup Lids x1000; Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00237,Order changed after confirmation,2026-01-13T07:58:32+00:00,Tom Peeters,S00237,"amount 1,086.00 -> 1,261.00",history,,Brasserie du Canal,Belgium,Tom Peeters,Brussels DC,1261.00,EUR,Cup Lids x1000; Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00237,Goods shipped,2026-01-13T15:01:51+00:00,Marc Dubois,BRU/OUT/00114,,history,,Brasserie du Canal,Belgium,Tom Peeters,Brussels DC,1261.00,EUR,Cup Lids x1000; Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00237,Invoice posted,2026-01-14T10:35:32+00:00,Julie Martin,INV/2026/00014,,history,2026-02-13,Brasserie du Canal,Belgium,Tom Peeters,Brussels DC,1261.00,EUR,Cup Lids x1000; Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00237,Payment received,2026-03-16T07:21:40+00:00,Julie Martin,INV/2026/00014,,history,,Brasserie du Canal,Belgium,Tom Peeters,Brussels DC,1261.00,EUR,Cup Lids x1000; Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00238,Quotation created,2025-12-29T07:10:08+00:00,Sophie Lambert,S00238,,history,,Co-Work Ixelles,Belgium,Sophie Lambert,Brussels DC,126.00,EUR,Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00238,Quotation sent,2025-12-29T13:02:38+00:00,Sophie Lambert,S00238,,history,,Co-Work Ixelles,Belgium,Sophie Lambert,Brussels DC,126.00,EUR,Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00238,Order confirmed,2025-12-31T07:44:27+00:00,Sophie Lambert,S00238,,history,,Co-Work Ixelles,Belgium,Sophie Lambert,Brussels DC,126.00,EUR,Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00238,Order cancelled,2026-01-02T07:44:23+00:00,Sophie Lambert,S00238,,history,,Co-Work Ixelles,Belgium,Sophie Lambert,Brussels DC,126.00,EUR,Espresso Beans Brazil 1kg; Vanilla Syrup 1L
S00239,Quotation created,2025-12-29T07:13:32+00:00,Tom Peeters,S00239,,history,,Hotel Atelier Bruges,Belgium,Tom Peeters,Brussels DC,352.00,EUR,Earl Grey Tea 500g; Oat Milk Barista 12x1L
S00239,Quotation sent,2025-12-29T09:27:35+00:00,Tom Peeters,S00239,,history,,Hotel Atelier Bruges,Belgium,Tom Peeters,Brussels DC,352.00,EUR,Earl Grey Tea 500g; Oat Milk Barista 12x1L
S00239,Order confirmed,2025-12-31T07:24:40+00:00,Tom Peeters,S00239,,history,,Hotel Atelier Bruges,Belgium,Tom Peeters,Brussels DC,352.00,EUR,Earl Grey Tea 500g; Oat Milk Barista 12x1L
S00239,Order cancelled,2026-01-01T07:09:30+00:00,Tom Peeters,S00239,,history,,Hotel Atelier Bruges,Belgium,Tom Peeters,Brussels DC,352.00,EUR,Earl Grey Tea 500g; Oat Milk Barista 12x1L
S00240,Quotation created,2025-12-29T07:15:28+00:00,Piotr Zieliński,S00240,,history,,Hotel Nad Wisłą,Poland,Piotr Zieliński,Warsaw DC,966.00,EUR,Cup Lids x1000; Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00240,Quotation sent,2025-12-29T12:34:23+00:00,Piotr Zieliński,S00240,,history,,Hotel Nad Wisłą,Poland,Piotr Zieliński,Warsaw DC,966.00,EUR,Cup Lids x1000; Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00240,Order cancelled,2026-01-27T07:04:58+00:00,Piotr Zieliński,S00240,,history,,Hotel Nad Wisłą,Poland,Piotr Zieliński,Warsaw DC,966.00,EUR,Cup Lids x1000; Espresso Beans Brazil 1kg; Paper Cups 12oz x1000
S00241,Quotation created,2025-12-29T07:17:12+00:00,Sophie Lambert,S00241,,history,,Business Park Diegem,Belgium,Sophie Lambert,Brussels DC,2460.00,EUR,Earl Grey Tea 500g; Espresso Machine Pro
S00241,Order confirmed,2025-12-31T07:03:24+00:00,Sophie Lambert,S00241,,history,,Business Park Diegem,Belgium,Sophie Lambert,Brussels DC,2460.00,EUR,Earl Grey Tea 500g; Espresso Machine Pro
S00241,Delivery rescheduled,2026-01-02T07:27:30+00:00,Marc Dubois,BRU/OUT/00104,+3.0 days,history,,Business Park Diegem,Belgium,Sophie Lambert,Brussels DC,2460.00,EUR,Earl Grey Tea 500g; Espresso Machine Pro
S00241,Delivery rescheduled,2026-01-05T07:41:03+00:00,Marc Dubois,BRU/OUT/00104,+5.0 days,history,,Business Park Diegem,Belgium,Sophie Lambert,Brussels DC,2460.00,EUR,Earl Grey Tea 500g; Espresso Machine Pro
S00241,Goods shipped,2026-01-07T15:36:23+00:00,Marc Dubois,BRU/OUT/00104,,history,,Business Park Diegem,Belgium,Sophie Lambert,Brussels DC,2460.00,EUR,Earl Grey Tea 500g; Espresso Machine Pro
S00241,Invoice posted,2026-01-08T07:15:03+00:00,Julie Martin,INV/2026/00003,,history,2026-02-07,Business Park Diegem,Belgium,Sophie Lambert,Brussels DC,2460.00,EUR,Earl Grey Tea 500g; Espresso Machine Pro
S00241,Payment received,2026-02-09T07:30:17+00:00,Julie Martin,INV/2026/00003,,history,,Business Park Diegem,Belgium,Sophie Lambert,Brussels DC,2460.00,EUR,Earl Grey Tea 500g; Espresso Machine Pro
S00242,Quotation created,2025-12-29T07:40:42+00:00,Kasia Nowak,S00242,,history,,Hotel Poznań Park,Poland,Kasia Nowak,Warsaw DC,336.00,EUR,Green Tea Sencha 500g
